id_student,final_result,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disabilit1,date_registration,date_unregistration,Assessment 1,Assessmentn-1,Last assessment,Exam,Premoduleforumng,Premodulehomepage,Premoduleoucontent,Premoduleresource,Premodulesubpage,Assess1forumng,Assess1homepage,Assess1oucontent,Assess1resource,Assess1subpage,Assessn_1forumng,Assessn_1homepage,Assessn_1oucontent,Assessn_1resource,Assessn_1subpage,Preexamforumng,Preexamhomepage,Preexamoucontent,Preexamresource,Preexamsubpage
574181,1,2,3,2,8,2,0,60,1,-164,-7,0,0,0,0,5,9,1,0,0,0,5,0,0,5,0,1,0,0,0,0,0,0,0,0
574310,4,2,5,3,10,2,0,60,0,-137,0,67,83.66666667,0,89,0,5,1,0,2,22,19,31,7,29,122,114,59,21,46,35,51,0,8,79
574330,1,2,5,3,3,2,0,60,0,-151,132,68,69.66666667,0,0,9,51,35,3,37,73,63,28,11,77,10,25,30,5,8,0,0,0,0,0
574498,3,2,7,3,3,2,0,60,0,-66,0,84,85.5,85,62,50,41,46,4,30,151,272,53,32,204,350,283,40,39,314,339,117,10,11,151
574529,2,2,3,3,4,2,0,120,0,-157,0,63,42,0,0,11,26,1,7,15,299,182,68,11,79,20,23,29,8,25,0,0,0,0,0
574623,2,2,6,3,2,2,0,120,0,-157,0,55,41.25,37,49,1,6,23,5,45,26,33,41,11,12,11,75,161,10,11,0,8,25,2,8
574627,1,1,4,2,10,2,0,60,0,-148,198,39,0,0,0,3,1,0,0,0,25,17,41,1,13,0,0,0,0,0,0,0,0,0,0
574665,1,2,7,3,1,2,0,60,0,-191,-116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574705,4,1,13,2,0,2,0,60,0,-151,0,93,91.5,87,87,142,122,59,16,88,389,107,31,12,130,198,152,59,19,113,29,55,0,12,70
574720,3,1,8,3,2,2,0,60,0,-59,0,84,87,0,67,0,0,0,0,0,3,23,81,20,22,4,32,78,61,42,38,32,0,17,16
574730,2,1,11,3,2,2,0,60,1,-141,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0
574743,2,2,1,2,1,2,0,60,0,-151,0,58,35.75,24,33,0,23,7,2,8,78,99,77,21,80,95,99,120,9,34,7,7,0,0,1
574819,2,2,3,3,9,2,0,120,0,-142,0,65,54.75,40,53,27,19,1,0,3,155,152,39,27,95,62,145,77,38,135,7,42,36,8,19
574842,3,1,1,1,7,2,0,60,0,-36,0,71,86.5,56,78,0,2,0,0,0,102,43,62,3,17,120,72,136,9,49,15,7,4,5,7
574860,1,1,5,2,4,2,0,60,0,-148,-7,0,0,0,0,0,11,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574866,1,1,13,2,2,2,0,60,0,-156,121,81,81.5,0,0,20,28,29,9,62,85,20,19,13,37,0,22,20,3,8,0,0,0,0,0
574873,3,1,8,3,2,3,0,60,0,-137,0,90,88.25,50,69,66,83,30,7,55,458,251,38,18,108,852,482,65,81,153,95,82,7,6,55
574895,4,2,10,1,10,2,0,60,0,-163,0,90,94.75,87,82,3,21,8,5,21,66,37,8,3,22,142,100,12,35,134,46,73,26,4,109
574938,4,1,10,3,6,2,0,60,0,-81,0,95,84,84,96,18,49,29,2,15,138,114,67,25,72,317,200,107,36,104,126,68,43,11,62
575192,3,2,4,3,2,2,0,60,0,-36,0,63,61,51,49,21,34,41,0,21,70,42,39,1,13,109,72,37,13,26,39,25,0,1,26
575213,1,2,9,2,2,2,0,60,0,-171,123,59,32,0,0,0,4,0,0,2,15,46,13,11,55,0,3,0,0,0,0,0,0,0,0
575258,3,1,4,2,9,2,0,60,0,-156,0,76,86,41,62,69,89,33,12,62,194,152,20,40,77,346,242,23,26,127,187,102,5,39,158
575337,1,2,9,1,3,2,0,120,0,-51,118,0,0,0,0,26,27,4,3,19,60,35,13,8,16,1,2,4,1,6,0,0,0,0,0
575365,1,1,4,1,5,3,0,120,0,-156,-7,52,0,0,0,0,4,2,0,1,0,19,19,1,10,0,0,0,0,0,0,0,0,0,0
575376,3,2,12,1,1,2,0,60,0,-164,0,83,92.25,89,84,0,8,15,0,10,96,68,139,13,64,266,160,107,51,132,14,30,0,9,29
575385,4,1,9,1,8,2,0,120,0,-176,0,96,82.66666667,0,87,3,11,1,0,4,20,65,18,4,27,13,69,7,24,38,50,58,3,12,87
575431,3,2,12,3,5,2,0,60,0,-88,0,90,86,89,69,10,26,23,16,27,106,104,21,15,69,64,82,23,17,18,31,14,0,21,14
575493,1,1,4,3,6,2,0,120,0,-109,230,76,86,20,0,0,58,8,10,31,110,270,132,52,230,46,248,92,40,221,0,3,0,0,0
575766,3,1,1,2,1,2,0,60,0,-151,0,78,78,61,69,21,26,22,12,26,193,128,17,17,42,261,150,28,10,40,40,39,2,14,15
575773,1,1,2,2,2,2,0,120,1,-156,51,0,0,0,0,0,23,1,2,12,0,7,5,1,14,0,1,0,0,0,0,0,0,0,0
575798,3,1,3,3,7,2,0,90,0,-70,0,78,91.75,4,80,0,22,1,2,10,54,115,152,28,56,119,193,234,12,5,13,23,23,10,10
575811,1,2,6,2,4,3,0,60,0,-60,193,66,55.5,0,0,0,0,0,0,0,26,76,132,21,54,24,56,206,12,34,0,0,0,0,0
575855,1,1,2,1,5,2,0,180,0,-186,-149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575962,2,1,8,3,6,3,0,60,0,-151,0,62,49,0,0,0,1,1,0,4,2,32,33,9,58,0,6,3,4,6,0,0,0,0,0
575999,1,2,6,3,2,3,0,60,0,-156,131,0,0,0,0,0,1,0,1,6,34,17,17,4,12,0,0,0,0,0,0,0,0,0,0
576031,1,1,4,3,3,2,0,60,0,-148,19,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
576040,1,1,1,2,5,2,0,60,0,-186,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576083,3,2,3,3,1,2,0,90,0,-177,0,84,73.75,79,82,17,14,1,0,2,112,110,74,17,41,137,130,147,8,27,11,24,0,12,8
576131,1,1,4,2,10,3,0,120,0,-67,102,45,57,0,0,0,0,0,0,0,57,47,25,1,8,0,7,10,0,7,0,0,0,0,0
576231,1,1,10,1,4,2,0,60,0,-186,-82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576233,3,1,7,3,1,2,0,60,0,-143,0,84,83,72,69,4,11,1,1,11,108,113,114,49,81,98,204,168,27,108,7,38,18,22,45
576251,4,1,12,3,5,3,0,75,0,-88,0,96,94.5,90,91,21,10,1,2,15,67,77,85,22,82,185,219,62,12,97,22,68,3,20,57
576314,2,1,4,3,10,2,0,120,0,-164,0,69,75.66666667,0,40,49,94,5,2,57,104,126,51,38,68,32,41,51,8,20,4,3,0,6,3
576368,2,1,1,2,9,2,0,60,0,-72,0,65,46.75,46,31,5,0,2,0,21,23,62,90,16,63,65,194,144,37,184,1,30,6,5,19
576383,4,2,7,3,1,2,0,120,0,-37,0,82,88.5,90,96,12,23,6,0,2,95,84,46,12,18,244,336,76,24,96,642,76,0,28,98
576413,4,1,13,3,4,2,0,120,0,-156,0,92,91.25,94,93,16,46,40,2,21,208,161,177,20,76,286,479,306,53,291,705,259,72,77,367
576453,4,1,9,1,5,3,0,90,0,-185,0,86,83.75,86,84,51,68,43,10,75,137,157,19,18,77,356,233,24,39,114,343,116,13,22,122
576492,2,1,9,3,5,2,0,60,0,-106,0,49,0,0,0,60,36,2,4,30,74,30,24,2,8,0,0,0,0,0,0,0,0,0,0
576767,3,1,4,2,5,3,0,120,0,-44,0,79,77.33333333,0,56,14,45,27,12,21,250,169,56,29,69,139,149,67,25,49,43,37,0,8,10
576847,4,2,12,2,0,2,0,60,0,-142,0,88,86.5,67,87,12,41,20,3,19,69,105,68,17,60,114,149,142,20,159,52,32,78,32,91
576879,2,1,2,1,6,2,0,120,0,-174,0,88,69.5,53,44,0,12,1,1,5,19,63,110,17,20,20,148,176,14,44,0,10,1,11,10
576949,3,2,2,1,8,2,0,90,0,-185,0,88,88.75,86,80,0,15,15,0,1,35,52,27,19,53,44,84,48,15,64,0,8,0,1,20
577035,4,1,1,1,1,3,0,90,0,-148,0,71,80.5,68,82,0,0,0,0,0,148,77,32,34,127,199,160,60,25,101,83,31,0,5,18
577126,3,1,6,3,10,3,0,60,0,-156,0,71,57.25,57,42,0,2,0,5,4,0,32,26,10,16,49,60,71,16,67,10,11,0,5,6
577196,1,2,9,3,4,2,0,120,1,-11,177,85,91,0,0,25,39,31,18,106,176,176,33,97,555,17,99,18,10,99,0,0,0,0,0
577200,2,1,8,2,9,2,0,90,0,-122,0,34,0,0,0,0,4,0,0,3,16,21,22,0,12,0,26,11,0,1,0,0,0,0,0
577212,2,1,5,2,7,2,0,90,0,-74,0,60,0,0,0,4,7,3,2,4,35,11,24,5,5,0,0,0,0,0,0,0,0,0,0
577279,4,1,4,1,3,3,0,60,0,-177,0,77,81,75,91,69,64,60,14,109,247,210,40,41,122,207,243,48,51,206,82,20,6,12,23
577401,1,2,1,2,7,2,0,120,1,-136,185,0,0,0,0,13,12,0,1,10,8,16,2,1,17,0,0,0,0,0,0,0,0,0,0
577414,3,1,9,1,6,2,0,120,0,-79,0,81,85.25,70,69,0,20,26,8,30,41,37,51,18,61,67,56,43,11,20,0,25,2,3,3
577464,3,1,1,3,1,2,0,60,1,-129,0,98,80.5,49,73,19,75,28,1,11,247,267,63,18,106,200,388,168,49,137,140,94,0,12,68
577558,1,1,6,1,7,2,0,60,0,-181,-93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577570,1,2,1,2,5,2,0,60,0,-134,156,41,41.66666667,0,0,0,0,0,0,0,12,40,18,1,36,82,69,7,18,127,0,0,0,0,0
577638,1,2,10,3,4,2,0,90,1,-155,205,75,66,0,0,19,29,16,1,8,63,52,21,8,25,26,38,11,7,14,0,0,0,0,0
577652,1,2,2,2,10,2,0,90,0,-45,224,50,45,13,0,0,29,12,7,34,14,55,149,13,21,28,69,201,18,28,12,45,2,31,39
577736,1,1,2,3,5,2,0,120,0,-130,0,0,0,0,0,0,0,0,0,0,7,18,4,0,6,0,0,0,0,0,0,0,0,0,0
577930,1,2,6,3,5,2,0,60,0,-179,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578026,2,1,2,2,5,2,0,60,0,-143,0,90,74.5,51,42,0,4,0,1,2,125,84,121,19,27,218,183,253,16,45,65,12,1,6,12
578117,2,1,11,2,1,2,0,60,0,-163,0,0,0,0,0,0,2,4,0,1,0,33,14,13,120,0,0,0,0,0,0,0,0,0,0
578150,1,1,6,2,4,2,0,120,0,-26,118,50,24,0,0,0,30,42,5,22,14,45,106,15,28,0,17,82,6,23,0,0,0,0,0
578285,1,2,1,1,5,2,0,60,0,-161,-121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578303,3,2,6,3,5,2,0,60,1,-81,0,77,76.5,79,58,0,0,0,0,0,18,60,123,12,34,55,198,169,27,163,0,42,0,2,20
578427,1,2,1,2,6,2,0,60,0,-127,170,47,32,0,0,0,8,7,3,12,65,27,9,15,38,22,70,30,29,119,0,0,0,0,0
578544,1,1,3,2,1,2,0,60,0,-145,-7,0,0,0,0,0,1,2,1,2,6,6,0,0,2,0,0,0,0,0,0,0,0,0,0
578644,3,1,4,3,1,3,0,90,0,-99,0,51,77.25,76,78,63,88,48,14,96,261,133,129,64,209,404,296,429,94,412,43,59,10,68,64
578697,3,2,1,3,3,2,0,60,0,-81,0,46,53.66666667,56,56,28,41,16,5,24,127,127,89,18,43,267,222,114,22,62,112,43,0,21,47
578823,3,1,4,3,10,2,0,180,0,-102,0,78,68.75,0,71,29,11,0,1,13,207,108,25,24,176,129,83,7,11,54,26,17,0,4,19
578850,3,1,10,3,4,2,0,90,0,-49,0,84,85.25,69,67,0,5,4,0,2,24,52,71,14,66,81,93,137,15,81,0,15,0,9,8
578906,4,1,12,2,0,2,0,60,0,-174,0,88,90.25,75,93,4,22,28,3,25,89,57,12,11,33,50,59,68,15,26,15,4,0,3,8
578943,3,2,10,2,8,2,0,90,0,-136,0,89,83,82,76,58,58,32,0,15,255,233,61,16,46,389,410,72,30,73,875,418,18,9,61
578956,3,2,2,1,8,2,0,60,0,-99,0,83,88.75,89,71,0,12,13,2,18,48,48,141,17,50,17,52,205,11,36,0,22,22,14,73
579105,4,2,7,3,10,2,0,90,0,-151,0,83,87,91,89,25,73,54,3,36,210,181,89,15,37,366,536,220,38,105,613,203,0,14,130
579112,2,1,1,2,9,2,0,60,0,-101,0,39,23.5,0,0,0,16,15,5,14,0,26,83,1,9,0,6,71,2,3,0,0,0,0,0
579151,3,2,8,3,10,2,0,60,0,-150,0,79,79.5,0,58,14,51,19,6,39,250,175,43,11,51,377,342,130,33,93,72,74,12,7,53
579303,1,1,9,2,9,2,0,75,0,-171,88,88,52,0,0,0,1,0,0,0,16,25,84,6,62,4,8,14,7,8,0,0,0,0,0
579325,3,1,8,2,6,2,0,60,0,-169,0,79,86.5,77,69,0,14,6,2,17,74,123,95,25,90,103,175,197,22,94,5,16,0,8,11
579367,3,2,11,1,8,2,0,60,0,-124,0,89,92.5,78,76,0,0,0,0,0,119,228,479,37,106,190,411,227,34,128,149,54,7,30,93
579372,2,1,5,2,6,2,0,90,0,-88,0,72,74.5,56,42,0,16,2,0,4,74,74,35,16,40,78,167,125,15,100,4,12,1,0,3
579470,2,1,9,3,4,2,0,90,0,-99,0,76,66,60,0,0,0,0,0,0,18,44,78,18,26,38,81,193,23,69,0,6,10,0,0
579567,3,1,1,3,1,2,0,60,0,-156,0,47,83.5,82,76,7,19,28,11,74,200,113,106,40,125,316,358,231,74,188,132,133,29,14,61
579717,3,2,9,3,7,2,0,120,1,-32,0,42,76,70,91,0,12,0,2,15,172,116,55,15,116,278,162,120,56,171,66,46,0,17,52
580393,3,1,4,3,10,2,0,90,0,-116,0,84,54,20,89,0,2,0,0,0,59,55,42,2,41,67,76,193,19,87,54,33,18,17,61
580415,4,2,8,2,5,2,0,120,0,-63,0,91,87.25,81,89,33,68,34,9,33,384,205,51,9,20,778,600,156,17,109,555,103,5,25,77
580441,2,1,4,1,7,3,0,60,0,-109,0,70,0,0,0,8,24,4,0,3,30,27,33,3,28,0,0,0,0,0,0,0,0,0,0
580468,3,2,2,2,2,2,0,60,0,-53,0,84,76.25,27,82,27,65,54,11,42,104,168,55,13,115,113,164,80,39,112,35,52,5,5,81
580516,3,1,6,3,5,2,0,180,0,-149,0,74,65,0,53,19,62,24,5,43,72,92,52,15,28,120,191,119,14,45,12,50,17,4,41
580534,2,1,8,3,6,2,0,60,0,-127,0,60,60,0,0,0,3,3,1,5,9,13,107,13,57,0,8,144,7,28,0,0,0,0,0
580595,1,1,4,2,7,3,0,120,0,-116,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580642,3,2,8,1,6,2,0,60,0,-96,0,78,58.75,46,73,0,4,0,0,0,198,177,34,25,86,143,187,23,68,94,108,126,28,14,101
580706,1,1,10,3,3,2,0,60,0,-128,150,66,56,0,0,0,35,15,0,8,172,51,2,0,13,22,13,3,10,11,0,0,0,0,0
580714,4,1,5,3,3,2,0,60,0,-150,0,96,95.5,90,96,20,18,0,0,3,137,122,22,8,70,136,94,11,8,51,15,42,0,17,76
580916,3,2,13,3,8,3,0,60,0,-44,0,72,76,79,67,42,31,20,8,67,47,64,57,20,84,271,185,101,51,157,196,55,0,11,45
581065,1,1,11,2,3,2,0,120,0,-160,16,0,0,0,0,0,19,2,2,13,0,61,55,6,100,0,0,0,0,0,0,0,0,0,0
581138,2,2,7,3,5,2,0,60,0,-123,0,57,45,27,24,13,46,51,12,58,116,96,75,18,133,252,183,190,22,168,202,53,0,0,58
581283,1,2,2,3,7,3,0,60,0,-143,-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
581320,1,1,9,1,6,2,0,120,0,-31,51,65,0,0,0,10,6,0,1,3,39,23,20,2,2,0,0,0,0,0,0,0,0,0,0
581552,4,1,2,3,2,2,0,90,0,-70,0,84,92,48,96,8,54,49,5,24,137,104,106,19,35,132,250,238,28,109,80,49,0,15,48
581584,1,2,7,2,5,2,0,240,0,-23,0,0,0,0,0,0,8,1,0,4,0,7,27,0,9,0,1,0,0,0,0,0,0,0,0
581593,3,1,8,1,7,2,0,60,0,-107,0,83,82,84,78,1,36,27,8,25,95,198,89,34,151,209,343,159,44,198,15,86,8,21,72
581648,1,2,12,3,0,2,0,180,0,-161,-155,75,72,63,91,13,18,14,3,16,77,49,4,2,23,53,161,44,65,237,47,41,0,26,31
581697,3,1,10,3,8,2,0,60,0,-87,0,78,86,86,78,0,11,0,2,19,190,52,4,4,38,188,74,15,10,64,70,31,25,27,53
581755,2,2,4,3,4,2,0,60,0,-37,0,63,0,0,0,0,0,0,0,0,2,23,11,1,19,0,0,0,0,0,0,0,0,0,0
581818,1,1,11,1,3,2,0,90,0,-70,32,0,0,0,0,3,4,0,2,5,55,18,14,1,8,0,0,0,0,0,0,0,0,0,0
581922,3,2,1,1,10,2,0,180,0,-63,0,67,54.25,20,51,86,74,15,19,88,153,167,141,41,148,804,519,315,76,283,314,158,58,45,172
582026,2,2,7,2,7,2,0,120,0,-156,0,45,0,0,0,0,15,8,1,12,8,26,13,13,6,0,8,2,0,1,0,0,0,0,0
582160,2,2,4,3,1,2,0,60,0,-114,0,64,73.5,0,0,4,7,5,2,10,143,114,136,12,40,66,39,55,2,9,0,0,0,0,0
582227,2,1,4,2,4,2,0,60,0,-137,0,70,0,0,0,22,14,2,1,6,60,104,31,17,63,0,9,8,2,3,0,0,0,0,0
582288,1,2,10,2,3,3,0,60,0,-151,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582302,2,1,1,2,5,2,0,60,0,-148,0,85,72.66666667,0,0,0,0,0,0,0,8,46,72,1,50,54,57,83,7,8,0,0,0,0,0
582320,3,2,1,3,8,2,0,60,0,-127,0,70,69,63,71,0,4,10,1,11,84,33,12,11,16,253,158,36,25,106,54,57,0,10,42
582373,1,1,7,3,3,2,0,60,0,-151,206,89,70.25,0,0,9,22,4,2,9,92,81,21,27,93,76,92,25,35,155,0,0,0,0,0
582416,3,1,13,3,0,2,0,60,0,-96,0,98,87.25,56,84,0,21,20,6,27,167,113,79,22,118,110,174,182,31,68,8,21,9,12,20
582452,3,2,1,3,1,2,0,60,0,-86,0,74,67.75,66,73,0,39,12,19,79,61,83,25,5,20,152,127,19,9,23,15,14,0,10,7
582464,3,1,4,3,3,2,0,60,0,-42,0,71,73.25,81,78,0,31,17,6,19,138,94,19,11,31,57,128,28,87,261,79,28,11,16,79
582554,2,1,12,2,0,2,0,120,0,-73,0,79,77.75,73,49,0,13,4,1,22,275,108,80,20,63,158,184,62,17,126,99,71,6,21,61
582848,1,1,5,3,6,2,0,60,0,-136,160,55,50,0,0,0,1,0,0,0,119,98,125,17,96,10,34,17,1,3,0,0,0,0,0
582879,3,1,4,2,7,3,0,90,0,-151,0,85,86.75,83,78,22,65,17,9,19,195,245,34,34,138,141,183,35,62,104,65,107,27,46,70
582931,2,1,2,2,7,2,0,120,0,-37,0,78,61.5,12,56,0,16,2,0,3,12,48,96,19,21,32,97,171,15,40,15,25,19,36,34
582954,2,1,2,2,4,2,0,120,0,-81,-7,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
583037,1,1,5,2,8,2,0,60,0,-96,166,63,78.5,0,0,20,32,13,4,25,175,150,7,13,74,130,117,10,13,36,0,0,0,0,0
583147,1,1,11,2,8,2,0,120,0,-52,20,0,0,0,0,9,33,9,1,12,13,7,1,1,7,0,0,0,0,0,0,0,0,0,0
583198,3,2,13,2,0,2,0,195,0,16,0,82,88.25,80,69,0,0,0,0,0,49,56,163,15,140,32,86,220,20,127,35,25,5,14,121
583215,1,1,2,3,4,2,0,120,0,-102,173,69,79,0,0,27,23,8,0,3,100,80,33,6,71,62,39,20,2,28,0,0,0,0,0
583221,1,2,3,3,2,2,0,120,1,-151,-144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583247,2,1,7,2,5,2,0,60,0,-145,0,80,75.33333333,78,36,0,24,19,7,21,12,47,14,3,7,15,24,15,0,3,0,0,0,0,0
583293,3,1,11,3,2,2,0,60,0,-103,0,86,92.75,85,100,0,7,3,1,16,170,112,64,30,159,240,213,28,63,100,27,19,0,1,6
583335,2,1,3,2,6,2,0,120,0,-139,0,81,0,0,0,15,30,10,4,22,83,67,25,16,35,0,0,0,0,0,0,0,0,0,0
583438,1,2,2,3,1,2,0,300,0,-25,-4,0,0,0,0,2,30,12,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583514,3,2,1,3,3,3,0,70,0,-124,0,88,80.25,0,64,12,22,30,0,7,227,167,36,11,85,192,183,160,20,63,46,30,0,16,31
583540,3,1,3,3,2,3,0,60,0,-49,0,57,70,57,69,0,0,0,0,0,4,46,107,15,83,10,80,146,22,156,1,6,0,3,10
583570,2,1,8,2,9,2,0,120,0,-151,0,0,0,0,0,0,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583580,2,1,1,2,1,3,0,60,1,-142,0,0,0,0,0,0,32,2,3,38,0,12,18,3,24,0,0,0,0,0,0,0,0,0,0
583606,2,2,8,3,2,2,0,60,0,-72,0,52,68.5,23,38,8,8,6,1,8,85,85,166,20,80,121,86,231,16,17,113,7,0,12,16
583775,1,1,10,2,4,2,0,120,0,-137,84,76,71.4,0,71,0,9,8,2,5,197,93,34,48,105,124,129,24,26,103,12,9,0,0,0
583871,3,2,3,2,2,2,0,60,0,-116,0,71,72,56,53,0,6,1,2,19,114,125,52,17,100,191,247,171,19,83,36,47,3,22,47
583946,3,2,9,3,1,2,0,60,0,-124,0,70,81,66,71,18,38,19,7,17,170,130,35,37,216,287,145,61,26,140,89,65,8,23,84
583955,3,2,9,2,7,3,0,60,0,-79,0,77,81.75,74,80,26,48,42,6,52,223,165,35,29,116,791,257,24,35,202,345,114,7,5,85
584077,1,1,8,3,9,2,0,150,0,-148,66,60,54,0,0,0,1,6,11,2,12,11,37,5,18,43,35,26,7,27,0,0,0,0,0
584082,1,2,3,2,2,2,0,180,0,-145,88,37,0,0,0,0,33,27,23,50,0,25,22,7,24,0,16,17,2,5,0,0,0,0,0
584132,3,1,6,3,9,2,0,120,0,-142,0,62,48.75,39,62,0,15,2,2,24,33,38,29,9,12,73,72,36,4,16,26,25,0,1,1
584183,3,1,7,3,2,2,0,120,0,-131,0,88,77,60,47,9,27,11,2,21,36,58,89,17,32,45,115,257,6,70,64,23,57,5,17
584305,1,1,9,3,7,2,0,150,0,-39,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584315,2,2,9,3,3,2,0,120,0,-53,0,49,42.75,0,0,0,0,0,0,0,31,47,113,10,46,49,69,270,12,63,0,0,0,0,0
584433,3,2,4,3,7,2,0,120,1,-145,0,87,87.25,82,47,0,0,0,0,0,139,77,123,12,34,199,154,184,15,24,14,8,0,1,0
584455,1,2,5,3,6,2,0,90,0,-99,53,42,0,0,0,0,1,0,0,0,32,75,28,7,38,0,0,0,0,0,0,0,0,0,0
584495,3,1,11,1,10,2,0,60,0,-109,0,81,68,26,60,4,13,5,4,14,49,64,129,27,26,43,93,163,16,50,17,20,17,1,10
584517,1,1,6,2,8,2,0,120,1,-109,-5,0,0,0,0,0,12,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584532,1,2,3,2,9,2,0,60,0,-137,-86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584586,2,1,1,3,7,2,0,120,1,-102,0,86,68,41,0,0,0,0,0,0,36,39,15,3,30,24,17,37,8,9,0,3,0,0,0
584591,1,2,3,3,6,2,0,120,1,-114,94,0,69,0,0,14,1,0,0,9,130,73,88,31,119,17,18,26,1,2,0,0,0,0,0
584615,1,1,13,1,6,2,0,120,0,-121,131,0,0,0,0,0,0,0,0,0,0,4,7,2,7,0,0,0,0,0,0,0,0,0,0
584628,1,1,5,2,9,2,0,120,0,-95,17,0,0,0,0,0,13,0,0,5,0,27,29,4,14,0,0,0,0,0,0,0,0,0,0
584640,3,2,1,3,3,2,0,120,0,-95,0,80,86.5,58,49,23,26,20,7,46,25,23,27,3,29,327,111,56,8,106,12,16,6,0,9
584883,1,2,1,3,8,3,0,120,1,-113,-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584914,3,1,9,1,4,2,0,90,0,-70,0,69,79.33333333,0,56,0,15,25,1,7,0,27,60,10,6,0,34,60,3,2,0,5,0,3,0
584918,2,2,8,3,4,2,0,120,0,-139,0,68,43.5,9,0,28,29,17,5,28,149,117,98,13,11,16,32,89,3,0,1,2,23,1,0
584932,2,1,6,3,3,2,0,60,0,-36,0,0,0,0,0,0,2,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584943,3,1,1,2,1,2,0,120,0,-99,0,74,83.75,65,76,32,31,2,2,23,154,97,18,27,110,149,173,13,27,143,100,65,4,0,71
585098,3,1,10,3,1,2,0,60,0,-25,0,88,78.75,56,47,0,9,3,2,8,102,111,45,23,125,135,166,92,33,53,13,43,10,40,84
585134,3,1,11,1,2,3,0,60,0,-66,0,82,58.5,32,64,1,36,4,0,17,85,84,6,8,54,91,70,39,2,11,0,10,0,1,13
585208,1,2,4,3,1,2,0,60,1,-142,213,71,70.5,20,0,2,20,9,3,19,124,102,55,10,15,176,216,113,20,74,0,2,8,1,6
585210,2,1,2,3,2,2,0,60,1,-121,0,69,41.5,21,0,0,3,1,0,0,13,18,11,13,30,24,28,18,11,26,0,12,2,2,5
585326,3,2,1,3,1,3,0,60,1,-107,0,85,85.5,81,56,17,28,37,3,10,167,200,99,27,72,468,351,75,22,68,556,105,42,15,141
585359,2,2,2,3,4,2,0,60,0,-45,0,49,42.66666667,61,62,9,43,23,1,7,79,133,68,12,112,86,111,118,38,53,3,6,30,0,2
585384,1,2,4,2,5,2,0,210,0,-95,-43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585422,3,1,2,3,2,2,0,60,0,-102,0,96,68.75,0,53,36,87,73,9,75,78,97,90,32,136,112,130,96,18,74,23,28,0,10,5
585525,1,1,10,2,9,2,0,120,1,-127,52,24,0,0,0,0,8,0,2,6,0,17,13,9,35,0,0,0,0,0,0,0,0,0,0
585579,1,1,5,2,6,2,0,120,0,-131,0,0,0,0,0,0,3,0,0,0,16,19,8,0,12,0,0,0,0,0,0,0,0,0,0
585695,3,1,3,3,3,2,0,90,1,-72,0,89,95,0,91,38,70,15,5,78,170,41,41,2,29,57,48,14,2,20,0,15,7,16,42
585929,1,1,8,3,4,2,0,120,0,-43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585998,1,2,11,2,7,2,0,60,0,-136,206,89,90.33333333,0,0,9,47,40,20,94,73,95,50,28,80,82,154,63,36,146,0,0,0,0,0
586022,2,1,9,2,8,2,0,60,0,-88,0,72,70.33333333,0,0,51,49,39,39,20,122,91,37,32,76,46,40,62,10,18,0,0,0,0,0
