ID,final_result,d_male,d_female,Age as of Academic Year 17/18,d_currentyear_FS1,d_currentyear_FS2,d_Grade1-3,d_Grade4-7,d_Grade8-9,d_grade10-11,d_y1-5,d_y6-7,dy89,y10-12,dKG1,d_KG2,d_school1_currentstudent,d_school2_currentstudent,d_New_Admission 18/19,d_previouscurriculum,d_school1,d_school2,americancurr,britishcurr,Math-exam,Science-exam,English-exam,Math19-1,Science19-1,English19-1,Math19-2,Science19-2,English19-2,Math19-3,Science19-3,English19-3,Math20-1,Science20-1,English20-1,Science20-2,English20-2,Science20-3,English20-3
382,Pass with distinction,0,1,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,78,64,90,70,82,94,58,79,71,77,77,53,85,83,84,95,84,99,99
383,Pass with distinction,1,0,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,78,53,54,93,87,51,59,95,85,84,76,83,85,66,63,93,74,72,76
384,Pass with distinction,0,1,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,58,87,56,66,80,54,87,79,60,92,52,93,95,79,88,74,82,73,70
385,Pass with distinction,0,1,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,55,71,86,50,93,90,62,64,73,52,67,91,83,66,90,90,82,71,77
386,Pass with distinction,0,1,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,95,81,59,56,74,85,88,63,63,53,73,70,92,67,70,78,81,81,88
387,Pass with distinction,0,1,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,59,63,74,75,70,73,88,71,72,76,55,61,83,76,78,72,72,86,87
388,Pass with distinction,1,0,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,65,71,84,73,65,65,90,95,68,73,53,58,83,87,69,76,84,91,84
389,Pass with distinction,1,0,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,54,76,53,82,81,71,71,73,66,71,92,67,84,79,74,84,86,92,94
390,Pass with distinction,0,1,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,71,66,89,89,75,52,85,67,76,86,69,60,66,88,60,78,79,88,84
391,Pass with distinction,0,1,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,86,60,62,71,73,95,77,66,86,86,71,75,70,61,75,70,89,74,88
392,Pass with distinction,0,1,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,73,81,66,59,95,60,92,86,61,82,88,70,67,86,95,75,77,89,80
393,Pass with distinction,1,0,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,50,63,82,70,88,61,58,91,56,77,87,74,86,73,60,70,92,71,69
394,Pass with distinction,1,0,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,50,60,64,79,92,89,74,70,87,51,88,59,74,62,94,89,76,85,92
395,Pass with distinction,0,1,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,92,80,75,87,91,61,75,55,67,56,71,60,79,79,61,82,94,71,73
396,Pass with distinction,1,0,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,83,61,94,65,91,86,61,55,78,69,94,74,86,64,69,79,69,86,96
397,Pass with distinction,0,1,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,69,72,84,80,61,75,86,59,59,90,55,61,70,77,82,79,80,98,96
398,Pass with distinction,1,0,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,95,73,81,87,74,64,55,69,87,54,70,75,69,71,78,95,89,76,69
399,Pass with distinction,0,1,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,50,86,79,83,57,69,68,86,83,51,69,54,86,91,62,69,69,89,87
400,Pass with distinction,0,1,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,71,85,93,78,53,63,84,88,78,54,85,94,66,81,93,99,79,95,79
401,Pass with distinction,0,1,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,86,72,74,56,80,52,63,91,90,56,70,80,86,76,87,93,78,70,94
402,Pass with distinction,1,0,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,90,50,65,60,60,75,84,67,60,75,57,84,84,91,72,90,81,98,95
403,Pass with distinction,0,1,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,57,53,82,84,81,64,68,80,56,82,76,85,75,83,63,73,82,90,87
404,Pass with distinction,1,0,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,58,79,91,50,79,84,77,59,74,94,54,79,79,83,85,88,71,85,91
405,Pass with distinction,0,1,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,67,90,79,65,61,65,74,80,66,64,55,63,61,63,91,92,98,91,96
406,Pass with distinction,1,0,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,97,92,90,82,85,71,87,71,83,72,96,76,86,96,79,80,90,84,94
407,Pass with distinction,1,0,8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,56,73,73,73,71,50,83,69,94,92,93,83,71,81,77,93,96,88,97
408,Pass with distinction,0,1,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,91,84,85,76,86,68,83,77,87,89,88,92,79,85,89,85,86,97,83
409,Pass with distinction,0,1,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,59,62,89,51,66,90,87,89,67,55,74,54,88,63,77,97,77,95,97
410,Pass with distinction,0,1,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,86,88,86,54,95,84,62,92,73,82,62,56,70,65,79,91,92,72,69
411,Pass with distinction,1,0,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,69,70,64,80,77,91,84,58,91,86,92,60,87,79,73,69,87,73,80
412,Pass with distinction,0,1,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,89,79,67,53,83,79,83,60,60,79,61,61,60,66,77,78,99,76,75
413,Pass with distinction,1,0,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,55,85,53,53,92,75,72,85,68,67,57,95,74,74,67,69,80,78,92
414,Pass with distinction,1,0,8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,83,71,83,66,90,77,68,89,79,69,94,52,92,73,89,74,69,76,97
415,Pass with distinction,1,0,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,71,70,97,80,85,85,75,71,70,91,89,91,98,99,87,84,95,81,95
416,Pass with distinction,1,0,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,65,78,86,52,90,59,79,66,64,78,92,76,80,91,90,89,91,88,69
417,Pass with distinction,0,1,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,96,82,96,60,71,84,69,82,66,75,80,85,88,75,88,80,82,88,95
418,Pass,0,1,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,74,69,52,81,87,52,80,79,89,95,88,87,88,90,82,77,95,98,70
419,Pass with distinction,1,0,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,88,54,72,65,81,53,61,58,60,52,78,62,63,71,94,75,88,78,89
420,Pass with distinction,1,0,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,98,77,71,82,60,60,76,80,88,76,84,81,79,78,85,92,91,91,80
421,Pass with distinction,0,1,8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,84,99,73,89,65,64,81,87,76,79,97,74,78,96,98,75,92,92,83
422,Pass with distinction,1,0,8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,79,94,82,66,64,83,74,79,82,76,88,97,77,76,94,81,87,95,91
423,Pass with distinction,0,1,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,68,65,64,86,69,93,58,69,59,77,83,65,79,76,67,86,93,75,72
424,Pass with distinction,0,1,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,68,64,84,88,56,86,58,88,68,91,88,78,70,94,63,75,92,74,87
425,Pass with distinction,1,0,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,50,78,52,78,80,89,81,60,87,59,68,62,93,82,89,82,75,69,80
426,Pass with distinction,0,1,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,72,68,51,91,60,81,94,73,69,58,59,87,92,90,65,86,89,97,82
427,Pass with distinction,1,0,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,81,93,53,85,80,55,56,70,83,95,90,95,70,60,63,74,82,75,77
428,Pass with distinction,0,1,11,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,71,71,99,77,62,86,70,77,78,92,97,97,92,84,95,78,82,98,81
429,Pass with distinction,1,0,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,93,72,72,58,74,72,64,61,56,80,94,62,67,74,64,98,85,90,69
430,Pass with distinction,0,1,11,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,87,87,84,60,66,83,75,89,69,86,87,86,75,76,90,80,80,91,80
431,Pass with distinction,0,1,11,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,68,81,62,90,92,62,92,61,76,53,68,94,69,62,79,90,81,77,72
432,Pass with distinction,1,0,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,67,59,69,54,92,93,60,89,68,73,58,90,85,72,69,95,83,93,93
433,Pass with distinction,0,1,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,52,71,77,90,70,55,80,73,89,72,56,54,83,80,81,82,78,87,74
434,Pass with distinction,0,1,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,89,64,60,94,94,71,65,58,90,60,61,92,81,84,81,84,72,98,88
435,Pass with distinction,1,0,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,96,97,85,75,66,88,74,69,83,83,94,97,94,97,82,78,77,80,97
436,Pass with distinction,0,1,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,94,93,66,72,51,87,80,66,57,92,74,82,94,95,82,75,92,91,69
437,Pass with distinction,0,1,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,54,81,91,53,53,94,86,61,72,93,61,81,76,87,75,84,86,69,97
438,Pass with distinction,1,0,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,79,61,71,81,77,75,69,84,91,79,94,70,79,73,71,73,99,82,74
439,Pass with distinction,0,1,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,84,51,81,79,55,93,75,72,61,53,76,66,81,80,65,76,97,90,78
440,Pass with distinction,0,1,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,73,71,71,67,82,73,70,90,70,75,80,98,75,79,82,93,88,93,96
441,Pass with distinction,1,0,11,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,77,83,72,75,62,72,91,60,74,61,62,86,84,85,76,79,81,87,83
442,Pass with distinction,0,1,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,71,94,91,86,83,67,59,94,89,67,67,87,78,79,79,80,77,81,89
443,Pass with distinction,1,0,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,94,77,86,93,80,77,65,88,55,73,68,56,78,66,82,75,91,77,75
444,Pass with distinction,1,0,11,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,93,97,77,90,82,86,82,83,72,86,79,96,96,92,75,82,83,91,91
445,Pass with distinction,1,0,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,60,93,89,52,63,82,85,59,56,87,61,71,62,71,93,94,79,80,85
446,Pass with distinction,1,0,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,68,75,66,78,63,79,71,91,78,51,83,81,67,74,79,80,86,91,83
447,Pass with distinction,1,0,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,89,54,72,78,80,73,70,66,88,89,86,51,74,95,88,86,96,72,84
448,Pass,0,1,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,57,75,88,77,94,69,62,56,74,91,93,63,86,80,92,74,83,74,76
449,Pass with distinction,0,1,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,50,71,85,87,64,74,83,61,69,83,64,85,62,86,72,83,70,81,73
450,Pass with distinction,1,0,11,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,64,68,86,55,94,83,93,66,58,68,75,92,88,82,73,99,70,97,82
451,Pass with distinction,0,1,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,81,68,90,88,54,87,65,74,59,93,63,91,70,82,81,99,69,79,81
452,Pass with distinction,1,0,11,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,76,90,95,55,82,62,62,70,58,82,82,72,75,69,77,76,85,74,73
453,Pass with distinction,0,1,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,56,78,62,73,60,58,95,58,67,86,92,85,79,62,64,94,96,97,84
454,Pass with distinction,1,0,11,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,70,81,76,59,83,64,94,88,86,59,63,69,80,74,83,96,98,89,87
455,Pass with distinction,1,0,11,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,64,70,80,79,54,50,61,84,73,62,80,76,63,89,85,91,79,81,81
456,Pass with distinction,1,0,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,71,70,88,66,73,50,77,95,68,67,91,80,82,82,92,75,74,76,70
457,Pass with distinction,0,1,11,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,54,71,80,55,62,94,67,55,68,82,71,60,62,65,80,79,69,92,96
458,Pass with distinction,1,0,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,88,64,76,62,93,79,56,82,56,78,80,72,93,77,82,81,71,71,90
459,Pass with distinction,1,0,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,63,85,81,92,57,95,61,91,57,75,68,82,66,82,73,94,97,92,90
460,Pass with distinction,1,0,12,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,84,52,93,54,77,64,75,92,59,60,51,74,78,92,89,90,69,92,76
461,Pass with distinction,0,1,12,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,88,95,86,74,71,83,73,85,88,86,93,84,92,99,85,77,84,96,90
462,Pass with distinction,0,1,11,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,85,53,75,91,70,79,82,65,95,84,65,71,72,79,71,87,91,96,99
463,Pass with distinction,0,1,11,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,85,82,79,92,50,81,92,93,63,56,66,60,80,84,71,92,93,98,88
464,Pass with distinction,1,0,12,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,97,72,100,65,76,66,65,88,83,78,91,86,86,90,97,79,90,82,96
465,Pass with distinction,1,0,11,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,66,95,69,69,77,83,66,90,56,64,84,58,62,83,72,82,78,87,82
466,Pass with distinction,1,0,12,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,80,74,51,87,66,68,68,71,91,72,82,67,88,70,65,71,83,84,80
467,Pass with distinction,1,0,12,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,55,72,67,58,53,94,69,78,59,87,59,78,60,63,95,92,77,98,81
468,Pass with distinction,0,1,11,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,63,81,80,93,88,56,79,57,84,79,63,73,77,72,83,91,90,98,76
469,Pass with distinction,0,1,12,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,69,60,85,65,64,95,65,70,69,76,76,65,68,87,92,80,93,91,99
470,Pass with distinction,1,0,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,92,89,93,61,84,73,61,91,95,89,94,73,89,60,75,72,76,95,76
471,Pass with distinction,0,1,11,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,77,79,56,92,55,53,78,74,86,76,87,54,74,79,88,90,77,72,80
472,Pass with distinction,1,0,12,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,95,69,71,95,88,54,66,77,88,86,86,81,70,91,77,71,93,99,80
473,Pass with distinction,0,1,11,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,58,79,61,67,59,52,66,55,89,61,81,59,66,83,64,87,71,73,70
474,Pass with distinction,1,0,12,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,79,66,55,52,86,50,63,71,67,50,57,93,93,71,60,96,92,86,78
475,Pass with distinction,1,0,11,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,77,53,68,51,58,89,59,65,70,55,53,60,72,74,78,94,82,86,84
476,Pass with distinction,0,1,11,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,64,56,87,87,85,90,62,78,80,74,84,75,92,72,94,81,77,89,97
477,Pass with distinction,0,1,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,82,92,89,64,54,55,88,79,75,53,65,59,91,76,87,90,93,72,74
478,Pass with distinction,1,0,11,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,68,93,68,87,85,86,87,73,89,57,94,51,79,76,70,74,95,98,79
479,Pass with distinction,0,1,11,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,92,82,90,64,68,50,68,91,79,59,71,68,94,89,81,73,88,91,89
480,Pass with distinction,1,0,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,80,59,62,74,81,59,90,83,83,83,88,92,77,91,76,73,94,97,88
481,Pass with distinction,0,1,12,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,72,85,76,95,66,88,78,69,83,82,92,78,78,69,71,76,92,73,93
482,Pass with distinction,1,0,11,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,79,66,80,57,59,94,89,67,73,91,60,82,73,73,94,99,76,81,81
483,Pass with distinction,0,1,12,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,73,78,65,64,84,62,57,64,89,67,58,83,95,66,76,92,75,74,79
484,Pass with distinction,1,0,12,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,55,81,85,82,64,51,64,55,77,58,92,89,86,74,79,90,83,76,78
485,Pass with distinction,0,1,11,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,56,57,70,88,82,56,63,66,75,58,83,91,89,92,69,84,75,75,92
486,Pass with distinction,1,0,12,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,72,54,56,60,90,63,71,62,60,88,79,55,61,91,65,84,90,97,85
487,Pass with distinction,0,1,11,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,55,78,88,73,52,93,62,70,72,53,88,79,82,80,64,92,97,84,97
488,Pass with distinction,1,0,12,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,89,67,86,67,51,50,61,78,86,68,68,84,83,83,63,74,75,78,90
489,Pass with distinction,1,0,11,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,85,50,62,78,93,84,61,56,65,94,95,70,79,68,84,99,95,79,81
490,Pass with distinction,0,1,11,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,76,73,88,89,57,57,83,93,90,83,52,81,68,69,83,86,70,81,74
491,Pass with distinction,1,0,11,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,86,90,54,67,60,87,66,89,65,74,87,62,95,68,71,99,75,81,88
492,Pass with distinction,0,1,12,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,77,76,88,90,73,55,84,85,65,60,86,89,66,74,71,91,71,88,88
493,Pass with distinction,1,0,12,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,52,62,84,67,67,50,55,57,92,90,75,59,85,89,71,77,70,87,80
494,Pass with distinction,1,0,11,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,77,79,61,87,86,63,75,62,64,73,89,51,72,95,92,87,97,72,97
495,Pass with distinction,0,1,12,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,72,91,65,81,76,71,79,76,63,59,90,51,90,76,94,75,93,90,83
496,Pass with distinction,0,1,13,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,70,89,95,61,92,69,88,75,87,85,60,69,81,94,84,90,81,75,87
497,Pass with distinction,1,0,13,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,77,51,94,57,72,70,59,58,94,74,73,60,85,76,92,76,96,86,85
498,Pass with distinction,1,0,12,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,90,56,50,65,59,68,67,55,93,56,67,71,69,66,84,81,96,82,88
499,Pass with distinction,1,0,13,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,89,58,85,60,90,78,63,93,86,92,73,55,63,89,94,74,78,74,95
500,Pass with distinction,1,0,12,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,86,82,71,87,91,52,82,58,58,64,77,51,71,92,74,94,98,99,80
501,Pass with distinction,1,0,12,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,54,81,84,56,71,75,88,75,62,65,73,75,88,85,75,86,85,91,84
502,Pass with distinction,0,1,12,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,86,67,81,70,68,92,85,70,73,69,71,82,82,70,83,96,88,87,84
503,Pass with distinction,1,0,12,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,73,79,74,64,63,66,94,57,94,55,92,91,71,63,61,75,69,74,99
504,Pass with distinction,0,1,13,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,68,92,92,57,69,81,73,62,63,64,91,53,70,72,63,86,85,69,75
505,Pass with distinction,1,0,13,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,54,54,62,63,55,86,67,59,82,70,71,54,75,60,82,94,85,73,71
506,Pass with distinction,1,0,12,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,52,55,60,54,72,57,82,61,63,95,76,58,72,85,75,85,70,90,98
507,Pass with distinction,0,1,12,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,85,58,79,87,70,94,63,75,59,60,90,79,78,74,93,82,75,72,93
508,Pass with distinction,1,0,12,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,91,83,72,80,84,61,81,78,83,74,96,85,98,91,84,85,88,98,81
509,Pass with distinction,0,1,12,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,79,82,83,81,76,62,87,57,84,76,70,81,86,70,93,69,80,96,77
510,Pass with distinction,1,0,12,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,93,68,74,64,92,84,82,66,86,95,94,94,64,94,78,71,93,86,69
511,Pass with distinction,1,0,13,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,95,84,78,59,74,78,74,68,89,87,69,85,76,79,67,93,94,89,92
512,Pass with distinction,1,0,12,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,70,63,93,82,76,73,74,88,55,93,74,58,87,61,85,75,97,74,69
513,Pass with distinction,0,1,13,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,81,69,88,73,59,64,89,84,83,59,83,95,66,91,65,81,99,75,77
514,Pass with distinction,0,1,13,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,62,92,76,78,88,63,76,71,81,84,50,53,71,80,75,93,84,71,95
515,Pass with distinction,1,0,12,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,78,64,62,70,91,82,77,57,68,73,62,59,73,79,76,78,89,87,91
516,Pass with distinction,0,1,13,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,72,76,60,53,89,63,93,90,95,88,88,84,71,68,80,70,80,79,88
517,Pass with distinction,1,0,12,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,95,67,57,57,61,90,71,94,76,69,55,75,68,68,87,84,72,89,89
518,Pass with distinction,0,1,13,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,95,76,81,77,76,50,65,75,61,51,58,93,60,90,62,91,74,80,77
519,Pass with distinction,1,0,13,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,82,93,91,72,92,92,63,64,86,68,77,51,62,81,95,75,70,92,76
520,Pass with distinction,1,0,14,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,51,70,51,61,61,82,73,60,73,83,92,67,76,79,61,85,79,99,95
521,Pass with distinction,0,1,13,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,52,79,74,71,71,95,65,77,61,60,58,68,93,74,66,86,91,78,78
522,Pass with distinction,1,0,13,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,89,84,74,95,77,73,62,91,55,66,86,69,72,70,76,76,92,76,93
523,Pass with distinction,0,1,13,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,54,66,93,92,81,83,70,70,95,63,74,66,86,75,93,99,77,83,91
524,Pass with distinction,1,0,14,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,67,57,73,84,69,62,78,91,92,68,89,85,89,86,65,95,77,82,98
525,Pass with distinction,0,1,13,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,66,67,91,85,82,90,62,89,58,53,58,88,91,75,91,75,75,83,70
526,Pass with distinction,0,1,13,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,86,55,84,86,81,92,85,60,56,82,83,84,82,73,81,95,87,76,82
